255805954,9354375,"ATLANTIS A","CQIG6","PO","MER",134,22,13,14,0.0,"Under way using engines","2023-06-01 18:00:01",53.3181,-6.07237,6.9,146.0,1.0,1.0,0.0,"","2023-06-02 05:00:00",0,0
636014570,9484675,"LC ROCHEFORT","A8UX8","LI","MER",229,38,35,22,0.0,"Under way using engines","2023-06-01 18:00:01",51.5828,-6.0377,10.4,199.9,1.0,1.0,0.0,"","2023-06-13 05:00:00",0,0
235004829,9267314,"UKD SEALION","VSUX2","UK","MER",26,10,10,7,0.0,"Restricted manoeuvrability","2023-06-01 18:00:02",51.4591,-3.15198,0.0,291.9,1.0,1.0,0.0,"","2023-05-27 11:00:00",0,0
232030856,0,"F/V ISABELLE","MIGG9","UK","FSH",15,4,5,2,0.0,"Engaged in fishing","2023-06-01 18:00:02",51.0612,-5.35944,7.1,283.1,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
235012605,9273753,"SVITZER BRUNEL","MBTT2","UK","TUG",30,11,15,6,0.0,"Under way using engines","2023-06-01 18:00:02",51.4981,-2.72465,0.1,111.0,1.0,1.0,0.0,"","2023-05-31 05:20:00",0,0
636092635,9226372,"MAIKE D","D5IL7","LI","MER",133,18,14,13,0.0,"Under way using engines","2023-06-01 18:00:02",54.8761,-5.27861,16.2,190.8,1.0,1.0,0.0,"","2023-06-02 07:45:00",0,0
250102790,0,"CALYPSO","EI-7365","EI","",11,4,4,0,0.0,"Unknown / Not Available","2023-06-01 18:00:02",53.3132,-6.14551,4.6,142.1,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
219586000,9746126,"DISCOVERER","OWHK2","DA","HSC",27,10,10,5,0.0,"Under way using engines","2023-06-01 18:00:02",54.0953,-3.22866,0.0,32.3,1.0,1.0,0.0,"","2023-07-05 08:00:00",0,0
235087487,0,"NR PANTHER","2ERE2","UK","HSC",18,6,4,2,0.0,"Moored","2023-06-01 18:00:03",53.3195,-3.25977,0.0,217.0,1.0,1.0,0.0,"","2023-05-12 17:00:00",0,0
232012021,0,"WYRE SANDS","MCBU6","UK","",24,8,4,4,0.0,"Under way using engines","2023-06-01 18:00:03",53.9617,-3.03476,5.0,253.4,1.0,1.0,0.0,"","2023-05-23 16:30:00",0,0
219586000,9746126,"DISCOVERER","OWHK2","DA","HSC",27,10,10,5,0.0,"Under way using engines","2023-06-01 18:00:03",54.0953,-3.22866,0.0,32.3,1.0,1.0,0.0,"","2023-07-05 08:00:00",0,0
235116077,0,"ST DAVIDS","2JIA5","UK","PLT",19,4,7,2,0.0,"Under way using engines","2023-06-01 18:00:03",51.6776,-5.16534,13.3,41.6,1.0,1.0,0.0,"","2023-06-13 11:00:00",0,0
235054738,9389473,"VB DONAU","MRSV3","UK","TUG",28,10,18,5,0.0,"Under way using engines","2023-06-01 18:00:04",53.4306,-2.99878,0.0,324.0,1.0,1.0,0.0,"","2024-03-04 17:00:00",0,0
235100575,0,"ICENI VICTORY","2GUG2","UK","HSC",24,8,11,5,0.0,"Under way using engines","2023-06-01 18:00:04",53.3299,-3.2781,10.0,171.6,1.0,1.0,0.0,"","2023-05-15 16:00:00",0,0
255805577,9369007,"ELBSTROM","CQHB","PO","MER",140,23,9,12,0.0,"Under way using engines","2023-06-01 18:00:04",51.8649,-5.75891,15.7,20.5,1.0,1.0,0.0,"","2023-06-02 05:30:00",1,0
235089841,0,"IRISHMAN","2EYJ2","UK","TUG",0,0,0,0,0.0,"Unknown / Not Available","2023-06-01 18:00:04",51.6514,-2.61964,8.0,222.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
232032869,0,"THUNDERBIRD","MIPB7","UK","",9,4,5,2,0.0,"Unknown / Not Available","2023-06-01 18:00:04",54.2615,-5.60634,0.1,219.3,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
250003474,0,"CHATTERBOX","EI-QH-7","EI","",0,0,0,0,0.0,"Unknown / Not Available","2023-06-01 18:00:04",53.2984,-6.1366,0.0,126.8,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
212931000,9388522,"ELBFEEDER","5BKK4","CY","MER",134,22,14,11,0.0,"Under way using engines","2023-06-01 18:00:05",52.1319,-5.88691,12.8,182.8,1.0,1.0,0.0,"","2023-06-03 04:00:00",0,0
248789000,9831177,"HERMINE","9HA4810","MT","MER",217,32,194,28,0.0,"Moored","2023-06-01 18:00:05",53.3453,-6.21021,0.0,53.1,1.0,1.0,0.0,"","2023-06-01 15:30:00",0,0
235095037,8569741,"KATIE GRACE_B_99","2FVY2","UK","FSH",0,0,0,0,0.0,"Under way using engines","2023-06-01 18:00:05",54.26,-5.60333,0.0,-1.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
257859000,9143386,"SILVER COPENHAGEN","LAHD6","NO","MER",98,16,22,8,0.0,"Under way using engines","2023-06-01 18:00:06",51.2141,-6.2109,13.7,197.9,1.0,1.0,0.0,"","2023-06-06 12:00:00",0,0
250006292,0,"ANIAR","EIYH3","EI","",0,0,0,0,0.0,"Unknown / Not Available","2023-06-01 18:00:06",53.2977,-6.1379,0.0,360.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
232003278,8902905,"ARCO DART","MLXX3","UK","MER",68,13,60,6,0.0,"Under way using engines","2023-06-01 18:00:06",51.2939,-3.31045,0.7,83.0,1.0,1.0,0.0,"","2023-06-02 03:00:00",0,0
233558000,8501517,"CORYSTES","GHRU","UK","",53,12,25,6,0.0,"Under way using engines","2023-06-01 18:00:06",53.5603,-3.89428,8.9,91.1,1.0,1.0,0.0,"","2023-06-03 15:00:00",0,0
232026603,0,"SKUGGA","MYYQ7","UK","PSG",0,0,0,0,0.0,"Unknown / Not Available","2023-06-01 18:00:07",53.32,-4.6423,102.3,360.0,1.0,1.0,0.0,"","1970-01-01 00:00:00",0,0
